Comp. - Año / Mes Contab. (AAAA/MM),Comp. - F. Contab.,Comp. - F. Emisión,Comp. - Pto. Vta. - Cód.,Comp. - Nro.,Cliente - País - Cód.,Ítem - Artículo - Cód. Gen.,Ítem - Artículo - Elem. 1 - Cód.,Ítem - Concepto - Cód.,Ítem - Cant. UM 1,Ítem - U. M. 1,Ítem - Cant. UM 2,Ítem - U. M. 2,Artículo - Factor Conv.,Varietal,Ítem - Impte. Fact. Loc.,Ítem - Impte. Neto mon. Local,Ítem - Impte.Total mon Emisión,Comp. - Cotiz. mon. CC,Comp. - Mon. Emisión - Cód.,Moneda de facturación,Artículo - Ord. 1,Artículo - Ord. 2,Artículo - Clase - Cód.,Cliente - Vendedor - Cód.
2023/09,29/09/2023,29/09/2023,0012,00000628,ARG,13115 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,6600.00,5454.55,6600.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000630,ARG,13116 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,6600.00,5454.54,6600.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000633,ARG,13116 ,2021,,2.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,13200.00,10909.09,13200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000635,ARG,13116 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,6600.00,5454.54,6600.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000637,ARG,13116 ,2021,,2.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,12000.00,9917.36,12000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000638,ARG,13116 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,4300.00,3553.72,4300.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000633,ARG,13128 ,2022,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,9500.00,7851.24,9500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000631,ARG,13132 ,2022,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,9500.00,7851.24,9500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000631,ARG,13134 ,2017,,1.00000,Unidad,0.00000,Botellas,1.00000,Bonarda,9500.00,7851.24,9500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000622,ARG,13152 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Semillón,12500.00,10330.58,12500.00,1.0000,1,Pesos,Producto Terminado,Botellas,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000626,ARG,13127 ,2021,,2.00000,Unidad,0.00000,Botellas,1.00000,Sauvignon Blanc,19000.00,15702.48,19000.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000631,ARG,13127 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Sauvignon Blanc,9500.00,7851.24,9500.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000641,ARG,13127 ,2021,,4.00000,Unidad,0.00000,Botellas,1.00000,Sauvignon Blanc,38000.00,31404.96,38000.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000628,ARG,13147 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,6600.00,5454.54,6600.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000630,ARG,13147 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,6600.00,5454.55,6600.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000633,ARG,13147 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,6600.00,5454.54,6600.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000635,ARG,13147 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,6600.00,5454.55,6600.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000636,ARG,13125 ,2021,,3.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,105000.00,86776.86,105000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000641,ARG,13125 ,2021,,4.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,140000.00,115702.48,140000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,29/09/2023,29/09/2023,0012,00000630,ARG,13118 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Blend,12500.00,10330.58,12500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13129 ,2016,,9.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13124 ,2019,,57.00000,Unidad,0.00000,Botellas,1.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13142 ,2019,,2.00000,Unidad,0.00000,Botellas,1.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Reserva,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13018 ,2018,,6.00000,Unidad,1.00000,Cajas,6.00000,Blend,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,05/09/2023,05/09/2023,0010,00001052,ARG,13024 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13116 ,2020,,4.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001052,ARG,13013 ,2022,,48.00000,Unidad,8.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13128 ,2022,,7.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13134 ,2017,,2.00000,Unidad,0.00000,Botellas,1.00000,Bonarda,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001052,ARG,13006 ,2021,,414.00000,Unidad,69.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13103 ,2021,,14.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13113 ,2021,,62.00000,Unidad,0.00000,Botellas,1.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13115 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13125 ,2021,,2.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13127 ,2021,,14.00000,Unidad,0.00000,Botellas,1.00000,Sauvignon Blanc,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13147 ,2021,,8.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0014
2023/09,05/09/2023,05/09/2023,0010,00001051,ARG,13011 ,2023,,36.00000,Unidad,6.00000,Cajas,6.00000,Pinot Noir,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,15/09/2023,15/09/2023,0010,00001053,ARG,13024 ,2019,,30.00000,Unidad,5.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0012
2023/09,15/09/2023,15/09/2023,0010,00001053,ARG,13013 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0012
2023/09,15/09/2023,15/09/2023,0010,00001053,ARG,13006 ,2021,,240.00000,Unidad,40.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0012
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13103 ,2021,,7.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0014
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13006 ,2021,,192.00000,Unidad,32.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13013 ,2021,,90.00000,Unidad,15.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13015 ,2021,,30.00000,Unidad,5.00000,Cajas,6.00000,Cabernet Sauvignon,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13027 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Sauvignon Blanc,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0014
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13114 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13111 ,2021,,8.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,19/09/2023,19/09/2023,0010,00001056,ARG,13013 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13110 ,2019,,13.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13024 ,2019,,48.00000,Unidad,8.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,19/09/2023,19/09/2023,0010,00001054,ARG,13029 ,2016,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,21/09/2023,21/09/2023,0010,00001058,ARG,13024 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/09,28/09/2023,28/09/2023,0010,00001059,ARG,13006 ,2021,,360.00000,Unidad,60.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/09,28/09/2023,28/09/2023,0010,00001060,ARG,13006 ,2021,,84.00000,Unidad,14.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0008
2023/09,28/09/2023,28/09/2023,0010,00001060,ARG,13024 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0008
2023/09,28/09/2023,28/09/2023,0010,00001060,ARG,13013 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0008
2023/09,29/09/2023,29/09/2023,0010,00001061,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,29/09/2023,29/09/2023,0010,00001061,ARG,13013 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/09,29/09/2023,29/09/2023,0010,00001061,ARG,13024 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13029 ,2016,,18.00000,Unidad,3.00000,Cajas,6.00000,Cabernet Franc,265500.02,219421.50,219421.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13010 ,2019,,30.00000,Unidad,5.00000,Cajas,6.00000,Cabernet Sauvignon,53999.51,44627.70,44627.70,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13042 ,2019,,18.00000,Unidad,3.00000,Cajas,6.00000,Malbec,387000.00,319834.71,319834.71,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13024 ,2019,,30.00000,Unidad,5.00000,Cajas,6.00000,Malbec,142500.06,117768.65,117768.65,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13024 ,2019,,180.00000,Unidad,30.00000,Cajas,6.00000,Malbec,684000.17,565289.40,565289.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13015 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Cabernet Sauvignon,99000.02,81818.20,81818.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13027 ,2022,,90.00000,Unidad,15.00000,Cajas,6.00000,Sauvignon Blanc,342000.09,282644.70,282644.70,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13028 ,2022,,150.00000,Unidad,25.00000,Cajas,6.00000,Pinot Noir,570000.14,471074.50,471074.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13032 ,2022,,48.00000,Unidad,8.00000,Cajas,6.00000,Cabernet Franc,182400.05,150743.84,150743.84,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13016 ,2022,,120.00000,Unidad,20.00000,Cajas,6.00000,Pinot Noir,316800.02,261818.20,261818.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13017 ,2022,,90.00000,Unidad,15.00000,Cajas,6.00000,Cabernet Franc,297000.07,245454.60,245454.60,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13017 ,2022,,120.00000,Unidad,20.00000,Cajas,6.00000,Cabernet Franc,316800.03,261818.20,261818.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13016 ,2020,,30.00000,Unidad,5.00000,Cajas,6.00000,Pinot Noir,99000.02,81818.20,81818.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13025 ,2021,,18.00000,Unidad,3.00000,Cajas,6.00000,Pinot Noir,315000.00,260330.58,260330.58,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13006 ,2021,,90.00000,Unidad,15.00000,Cajas,6.00000,Malbec,161998.56,133883.10,133883.10,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13006 ,2021,,120.00000,Unidad,20.00000,Cajas,6.00000,Malbec,172798.41,142808.60,142808.60,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13001 ,2023,,90.00000,Unidad,15.00000,Cajas,6.00000,Sauvignon Blanc,161998.55,133883.10,133883.10,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13001 ,2023,,60.00000,Unidad,10.00000,Cajas,6.00000,Sauvignon Blanc,86399.20,71404.30,71404.30,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13003 ,2023,,90.00000,Unidad,15.00000,Cajas,6.00000,Chardonnay,161998.55,133883.10,133883.10,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13003 ,2023,,180.00000,Unidad,30.00000,Cajas,6.00000,Chardonnay,259197.61,214212.90,214212.90,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13047 ,2023,,120.00000,Unidad,20.00000,Cajas,6.00000,Cabernet Franc,172798.40,142808.60,142808.60,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0014
2023/10,03/10/2023,03/10/2023,0010,00001062,ARG,13011 ,2023,,300.00000,Unidad,50.00000,Cajas,6.00000,Pinot Noir,539995.17,446277.00,446277.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/10,03/10/2023,03/10/2023,0010,00001063,ARG,13011 ,2023,,480.00000,Unidad,80.00000,Cajas,6.00000,Pinot Noir,691193.62,571234.40,571234.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/10,05/10/2023,05/10/2023,0006,00000599,EEUU,15011 ,2023,,4032.00000,Unidad,336.00000,Cajas,12.00000,Pinot Noir,4900039.20,4900039.20,13406.40,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,05/10/2023,05/10/2023,0006,00000600,EEUU,15006 ,2021,,1344.00000,Unidad,112.00000,Cajas,12.00000,Malbec,1633346.40,1633346.40,4468.80,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,05/10/2023,05/10/2023,0006,00000600,EEUU,15016 ,2020,,672.00000,Unidad,56.00000,Cajas,12.00000,Pinot Noir,1346794.40,1346794.40,3684.80,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,05/10/2023,05/10/2023,0006,00000599,EEUU,16042 ,2020,,168.00000,Unidad,28.00000,Cajas,6.00000,Malbec,2456160.00,2456160.00,6720.00,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,05/10/2023,05/10/2023,0006,00000599,EEUU,15013 ,2022,,2688.00000,Unidad,224.00000,Cajas,12.00000,Malbec,5387177.60,5387177.60,14739.20,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,05/10/2023,05/10/2023,0006,00000600,EEUU,15013 ,2022,,672.00000,Unidad,56.00000,Cajas,12.00000,Malbec,1346794.40,1346794.40,3684.80,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,05/10/2023,05/10/2023,0006,00000599,EEUU,15046 ,2022,,1344.00000,Unidad,112.00000,Cajas,12.00000,Chardonnay,2693588.80,2693588.80,7369.60,365.5000,2,Dólar,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/10,05/10/2023,05/10/2023,0006,00000600,EEUU,15024 ,2019,,660.00000,Unidad,55.00000,Cajas,12.00000,Malbec,2010250.00,2010250.00,5500.00,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,05/10/2023,05/10/2023,0006,00000599,EEUU,16025 ,2018,,168.00000,Unidad,28.00000,Cajas,6.00000,Pinot Noir,1842120.00,1842120.00,5040.00,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,06/10/2023,06/10/2023,0010,00001064,ARG,13042 ,2019,,18.00000,Unidad,3.00000,Cajas,6.00000,Malbec,503100.00,415785.12,415785.12,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,06/10/2023,06/10/2023,0010,00001158,ARG,13110 ,2019,,2.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,2880.00,2380.16,2880.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/10,06/10/2023,06/10/2023,0010,00001157,ARG,13110 ,2019,,2.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,2880.00,2380.16,2880.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/10,06/10/2023,06/10/2023,0010,00001158,ARG,13106 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Malbec,2880.00,2380.17,2880.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/10,06/10/2023,06/10/2023,0010,00001157,ARG,13106 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Malbec,2880.00,2380.17,2880.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/10,06/10/2023,06/10/2023,0010,00001158,ARG,13136 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Blend,2880.00,2380.16,2880.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/10,06/10/2023,06/10/2023,0010,00001157,ARG,13136 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Blend,2880.00,2380.16,2880.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/10,06/10/2023,06/10/2023,0010,00001064,ARG,13025 ,2020,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,273000.00,225619.84,225619.84,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/10,11/10/2023,11/10/2023,0010,00001066,ARG,13006 ,2021,,294.00000,Unidad,49.00000,Cajas,6.00000,Malbec,423356.09,349881.07,349881.07,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/10,11/10/2023,11/10/2023,0010,00001159,ARG,13040 ,2020,,1.00000,Unidad,1.00000,Cajas,1.00000,Blend,8640.00,7140.50,8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/10,11/10/2023,11/10/2023,0010,00001066,ARG,13041 ,2020,,10.00000,Unidad,10.00000,Cajas,1.00000,Semillón,300000.02,247933.90,247933.90,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/10,11/10/2023,11/10/2023,0010,00001066,ARG,13010 ,2019,,42.00000,Unidad,7.00000,Cajas,6.00000,Cabernet Sauvignon,60479.45,49983.01,49983.01,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/10,11/10/2023,11/10/2023,0010,00001066,ARG,13011 ,2023,,204.00000,Unidad,34.00000,Cajas,6.00000,Pinot Noir,293757.29,242774.62,242774.62,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/10,17/10/2023,17/10/2023,0010,00001067,ARG,13003 ,2023,,336.00000,Unidad,56.00000,Cajas,6.00000,Chardonnay,483835.53,399864.08,399864.08,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0004
2023/10,17/10/2023,17/10/2023,0010,00001067,ARG,13029 ,2016,,120.00000,Unidad,20.00000,Cajas,6.00000,Cabernet Franc,1416000.08,1170248.00,1170248.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/10,17/10/2023,17/10/2023,0010,00001067,ARG,13042 ,2019,,90.00000,Unidad,15.00000,Cajas,6.00000,Malbec,1548000.07,1279338.90,1279338.90,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/10,17/10/2023,17/10/2023,0010,00001067,ARG,13041 ,2021,,5.00000,Unidad,5.00000,Cajas,1.00000,Semillón,150000.01,123966.95,123966.95,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0004
2023/10,17/10/2023,17/10/2023,0010,00001067,ARG,13015 ,2022,,168.00000,Unidad,28.00000,Cajas,6.00000,Cabernet Sauvignon,443520.04,366545.48,366545.48,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
