Comp. - Año / Mes Contab. (AAAA/MM),Comp. - F. Contab.,Comp. - F. Emisión,Comp. - Pto. Vta. - Cód.,Comp. - Nro.,Cliente - País - Cód.,Ítem - Artículo - Cód. Gen.,Ítem - Artículo - Elem. 1 - Cód.,Ítem - Concepto - Cód.,Ítem - Cant. UM 1,Ítem - U. M. 1,Ítem - Cant. UM 2,Ítem - U. M. 2,Artículo - Factor Conv.,Varietal,Ítem - Impte. Fact. Loc.,Ítem - Impte. Neto mon. Local,Ítem - Impte.Total mon Emisión,Comp. - Cotiz. mon. CC,Comp. - Mon. Emisión - Cód.,Moneda de facturación,Artículo - Ord. 1,Artículo - Ord. 2,Artículo - Clase - Cód.,Cliente - Vendedor - Cód.
2023/07,01/07/2023,01/07/2023,0006,00000588,SUI,16029 ,2016,,60.00000,Unidad,10.00000,Cajas,6.00000,Cabernet Franc,461700.00,461700.00,1710.00,270.0000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,01/07/2023,01/07/2023,0006,00000588,SUI,16042 ,2019,,60.00000,Unidad,10.00000,Cajas,6.00000,Malbec,615600.00,615600.00,2280.00,270.0000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,01/07/2023,01/07/2023,0006,00000588,SUI,16013 ,2022,,420.00000,Unidad,70.00000,Cajas,6.00000,Malbec,756000.00,756000.00,2800.00,270.0000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,01/07/2023,01/07/2023,0006,00000588,SUI,16025 ,2022,,60.00000,Unidad,10.00000,Cajas,6.00000,Pinot Noir,615600.00,615600.00,2280.00,270.0000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,01/07/2023,01/07/2023,0006,00000588,SUI,16018 ,2021,,240.00000,Unidad,40.00000,Cajas,6.00000,Blend,896400.00,896400.00,3320.00,270.0000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,01/07/2023,01/07/2023,0006,00000588,SUI,16017 ,2022,,420.00000,Unidad,70.00000,Cajas,6.00000,Cabernet Franc,756000.00,756000.00,2800.00,270.0000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,01/07/2023,01/07/2023,0010,00001014,ARG,13011 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Pinot Noir,8640.00,7140.50,8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,01/07/2023,01/07/2023,0010,00001014,ARG,13013 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,27360.00,22611.57,27360.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,01/07/2023,01/07/2023,0010,00001014,ARG,13017 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,13680.00,11305.78,13680.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,01/07/2023,01/07/2023,0010,00001014,ARG,13010 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Sauvignon,8640.00,7140.49,8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,01/07/2023,01/07/2023,0010,00001014,ARG,13006 ,2020,,18.00000,Unidad,3.00000,Cajas,6.00000,Malbec,25920.00,21421.49,25920.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16025 ,2019,,60.00000,Unidad,10.00000,Cajas,6.00000,Pinot Noir,570150.00,570150.00,2100.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16034 ,2017,,330.00000,Unidad,55.00000,Cajas,6.00000,Bonarda,761557.50,761557.50,2805.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16013 ,2022,,840.00000,Unidad,140.00000,Cajas,6.00000,Malbec,1368360.00,1368360.00,5040.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16024 ,2022,,330.00000,Unidad,55.00000,Cajas,6.00000,Malbec,761557.50,761557.50,2805.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16042 ,2019,,60.00000,Unidad,10.00000,Cajas,6.00000,Malbec,570150.00,570150.00,2100.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16029 ,2016,,90.00000,Unidad,15.00000,Cajas,6.00000,Cabernet Franc,708615.00,708615.00,2610.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16028 ,2022,,330.00000,Unidad,55.00000,Cajas,6.00000,Pinot Noir,761557.50,761557.50,2805.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16046 ,2022,,840.00000,Unidad,140.00000,Cajas,6.00000,Chardonnay,1368360.00,1368360.00,5040.00,271.5000,2,Dólar,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16016 ,2020,,840.00000,Unidad,140.00000,Cajas,6.00000,Pinot Noir,1368360.00,1368360.00,5040.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16006 ,2021,,1260.00000,Unidad,210.00000,Cajas,6.00000,Malbec,1197315.00,1197315.00,4410.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16001 ,2023,,840.00000,Unidad,140.00000,Cajas,6.00000,Sauvignon Blanc,798210.00,798210.00,2940.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16003 ,2023,,840.00000,Unidad,140.00000,Cajas,6.00000,Chardonnay,798210.00,798210.00,2940.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16005 ,2023,,720.00000,Unidad,120.00000,Cajas,6.00000,Rosado,684180.00,684180.00,2520.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16017 ,2022,,840.00000,Unidad,140.00000,Cajas,6.00000,Cabernet Franc,1368360.00,1368360.00,5040.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16018 ,2021,,210.00000,Unidad,35.00000,Cajas,6.00000,Blend,684180.00,684180.00,2520.00,271.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0006,00000589,BRA,16027 ,2021,,330.00000,Unidad,55.00000,Cajas,6.00000,Sauvignon Blanc,761557.50,761557.50,2805.00,271.5000,2,Dólar,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0010,00001015,ARG,13011 ,2023,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,11519.20,9520.00,9520.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0010,00001019,ARG,13011 ,2023,,120.00000,Unidad,20.00000,Cajas,6.00000,Pinot Noir,143990.00,119000.00,119000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001017,ARG,13001 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Sauvignon Blanc,17279.99,14280.98,14280.98,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0010,00001018,ARG,13016 ,2020,,60.00000,Unidad,10.00000,Cajas,6.00000,Pinot Noir,114000.15,94215.00,94215.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001017,ARG,13017 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,13679.99,11305.78,11305.78,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0010,00001017,ARG,13016 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,27359.99,22611.56,22611.56,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0010,00001138,ARG,13006 ,2021,,42.00000,Unidad,7.00000,Cajas,6.00000,Malbec,50396.50,41650.00,50396.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0010,00001017,ARG,13011 ,2021,,18.00000,Unidad,3.00000,Cajas,6.00000,Pinot Noir,25920.05,21421.53,21421.53,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0010,00001018,ARG,13032 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Cabernet Franc,82500.82,68182.50,68182.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001019,ARG,13032 ,2022,,60.00000,Unidad,10.00000,Cajas,6.00000,Cabernet Franc,165001.65,136365.00,136365.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001018,ARG,13017 ,2022,,60.00000,Unidad,10.00000,Cajas,6.00000,Cabernet Franc,114000.15,94215.00,94215.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001018,ARG,13027 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Sauvignon Blanc,82500.83,68182.50,68182.50,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001019,ARG,13028 ,2022,,60.00000,Unidad,10.00000,Cajas,6.00000,Pinot Noir,165001.65,136365.00,136365.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001019,ARG,13013 ,2022,,120.00000,Unidad,20.00000,Cajas,6.00000,Malbec,228000.30,188430.00,188430.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001138,ARG,13015 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Sauvignon,11400.02,9421.50,11400.02,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0010,00001016,ARG,13120 ,2009,,400.00000,Unidad,0.00000,Botellas,1.00000,Malbec,14520000.00,12000000.00,12000000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,03/07/2023,03/07/2023,0010,00001016,ARG,13120 ,2008,,300.00000,Unidad,0.00000,Botellas,1.00000,Malbec,10890000.00,9000000.00,9000000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,03/07/2023,03/07/2023,0010,00001019,ARG,13034 ,2017,,60.00000,Unidad,10.00000,Cajas,6.00000,Bonarda,165001.65,136365.00,136365.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001018,ARG,13024 ,2019,,60.00000,Unidad,10.00000,Cajas,6.00000,Malbec,165001.65,136365.00,136365.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001138,ARG,13010 ,2019,,18.00000,Unidad,3.00000,Cajas,6.00000,Cabernet Sauvignon,21598.50,17850.00,21598.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,03/07/2023,03/07/2023,0010,00001017,ARG,13010 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Sauvignon,8639.99,7140.49,7140.49,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0010,00001018,ARG,13010 ,2019,,120.00000,Unidad,20.00000,Cajas,6.00000,Cabernet Sauvignon,143990.00,119000.00,119000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001019,ARG,13024 ,2019,,60.00000,Unidad,10.00000,Cajas,6.00000,Malbec,165001.65,136365.00,136365.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0006,00000590,CHI,16006 ,2021,,1200.00000,Unidad,200.00000,Cajas,6.00000,Malbec,1314240.00,1314240.00,4440.00,296.0000,3,Euro,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13001 ,2023,,60.00000,Unidad,10.00000,Cajas,6.00000,Sauvignon Blanc,71995.00,59500.00,59500.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13011 ,2023,,180.00000,Unidad,30.00000,Cajas,6.00000,Pinot Noir,215985.00,178500.00,178500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13005 ,2023,,72.00000,Unidad,12.00000,Cajas,6.00000,Rosado,86394.00,71400.00,71400.00,1.0000,1,Pesos,Producto Terminado,Vinos Rosados Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13046 ,2021,,60.00000,Unidad,10.00000,Cajas,6.00000,Chardonnay,114000.15,94215.00,94215.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13003 ,2023,,60.00000,Unidad,10.00000,Cajas,6.00000,Chardonnay,71995.00,59500.00,59500.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13016 ,2020,,60.00000,Unidad,10.00000,Cajas,6.00000,Pinot Noir,114000.15,94215.00,94215.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13006 ,2021,,120.00000,Unidad,20.00000,Cajas,6.00000,Malbec,143990.00,119000.00,119000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13010 ,2019,,48.00000,Unidad,8.00000,Cajas,6.00000,Cabernet Sauvignon,57596.00,47600.00,47600.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13034 ,2017,,30.00000,Unidad,5.00000,Cajas,6.00000,Bonarda,82500.82,68182.50,68182.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13042 ,2019,,30.00000,Unidad,5.00000,Cajas,6.00000,Malbec,420000.08,347107.50,347107.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,10/07/2023,10/07/2023,0006,00000591,EEUU,15011 ,2023,,5376.00000,Unidad,448.00000,Cajas,12.00000,Pinot Noir,4924617.60,4924617.60,17875.20,275.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,10/07/2023,10/07/2023,0006,00000591,EEUU,15033 ,2023,,8064.00000,Unidad,672.00000,Cajas,12.00000,Cabernet Franc,7386926.40,7386926.40,26812.80,275.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,10/07/2023,10/07/2023,0010,00001141,ARG,13103 ,2023,,1.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,960.00,793.39,960.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/07,10/07/2023,10/07/2023,0010,00001141,ARG,13106 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,960.00,793.39,960.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,10/07/2023,10/07/2023,0010,00001029,ARG,13011 ,2023,,600.00000,Unidad,100.00000,Cajas,6.00000,Pinot Noir,575960.00,476000.00,476000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,10/07/2023,10/07/2023,0010,00001021,ARG,13006 ,2021,,48.00000,Unidad,8.00000,Cajas,6.00000,Malbec,57599.97,47603.28,47603.28,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00000130,ARG,13006 ,2021,,-6.00000,Unidad,-1.00000,Cajas,6.00000,Malbec,-8640.00,-7140.50,-8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001025,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,8639.99,7140.49,7140.49,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001026,ARG,13006 ,2021,,24.00000,Unidad,4.00000,Cajas,6.00000,Malbec,34560.00,28561.99,34560.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001027,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,8640.00,7140.50,8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0011
2023/07,10/07/2023,10/07/2023,0010,00001022,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,8640.00,7140.50,8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001023,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,8640.00,7140.50,7140.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001024,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,8640.00,7140.50,8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001026,ARG,13016 ,2020,,6.00000,Unidad,1.00000,Cajas,6.00000,Pinot Noir,13680.00,11305.79,13680.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001026,ARG,13001 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Sauvignon Blanc,17280.00,14280.99,17280.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001025,ARG,13003 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Chardonnay,8639.99,7140.49,7140.49,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001021,ARG,13011 ,2021,,72.00000,Unidad,12.00000,Cajas,6.00000,Pinot Noir,86399.95,71404.92,71404.92,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001024,ARG,13011 ,2021,,24.00000,Unidad,4.00000,Cajas,6.00000,Pinot Noir,34560.00,28561.98,34560.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001025,ARG,13011 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,17279.99,14280.98,14280.98,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001026,ARG,13011 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,17280.00,14280.99,17280.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00000130,ARG,13011 ,2021,,-24.00000,Unidad,-4.00000,Cajas,6.00000,Pinot Noir,-34560.00,-28561.98,-34560.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001028,ARG,13006 ,2021,,24.00000,Unidad,4.00000,Cajas,6.00000,Malbec,28798.00,23800.00,23800.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0007
2023/07,10/07/2023,10/07/2023,0010,00001025,ARG,13013 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,13679.99,11305.78,11305.78,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001023,ARG,13017 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Cabernet Franc,27359.99,22611.56,22611.56,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001025,ARG,13017 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,13680.00,11305.78,11305.78,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001026,ARG,13017 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,13680.00,11305.78,13680.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001029,ARG,13025 ,2021,,30.00000,Unidad,5.00000,Cajas,6.00000,Pinot Noir,276001.00,228100.00,228100.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,10/07/2023,10/07/2023,0010,00000131,ARG,13013 ,2022,,-6.00000,Unidad,-1.00000,Cajas,6.00000,Malbec,-7537.20,-6229.09,-6229.09,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/07,10/07/2023,10/07/2023,0010,00001028,ARG,13017 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,11400.02,9421.50,9421.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0007
2023/07,10/07/2023,10/07/2023,0010,00001028,ARG,13013 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,22800.03,18843.00,18843.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0007
2023/07,10/07/2023,10/07/2023,0010,00001028,ARG,13015 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Sauvignon,11400.01,9421.50,9421.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0007
2023/07,10/07/2023,10/07/2023,0010,00001022,ARG,13011 ,2022,,24.00000,Unidad,4.00000,Cajas,6.00000,Pinot Noir,34560.00,28561.98,34560.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001023,ARG,13011 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,17280.01,14281.00,14281.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001027,ARG,13011 ,2022,,18.00000,Unidad,3.00000,Cajas,6.00000,Pinot Noir,25920.00,21421.48,25920.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0011
2023/07,10/07/2023,10/07/2023,0010,00001021,ARG,13001 ,2022,,24.00000,Unidad,4.00000,Cajas,6.00000,Sauvignon Blanc,28800.08,23801.72,23801.72,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001023,ARG,13010 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Cabernet Sauvignon,17280.01,14281.00,14281.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001025,ARG,13010 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Sauvignon,8639.99,7140.49,7140.49,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001026,ARG,13010 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Cabernet Sauvignon,17280.00,14280.99,17280.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001027,ARG,13010 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Sauvignon,8640.00,7140.50,8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0011
2023/07,10/07/2023,10/07/2023,0010,00001139,ARG,13006 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,24000.00,19834.71,24000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,10/07/2023,10/07/2023,0010,00001021,ARG,13010 ,2019,,36.00000,Unidad,6.00000,Cajas,6.00000,Cabernet Sauvignon,43199.98,35702.46,35702.46,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001140,ARG,13028 ,2018,,6.00000,Unidad,1.00000,Cajas,6.00000,Pinot Noir,27000.00,22314.05,27000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,10/07/2023,10/07/2023,0010,00001028,ARG,13010 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Cabernet Sauvignon,14399.00,11900.00,11900.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0007
2023/07,10/07/2023,10/07/2023,0010,00001140,ARG,13027 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Sauvignon Blanc,27000.00,22314.05,27000.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,10/07/2023,10/07/2023,0010,00001026,ARG,13013 ,2020,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,13680.00,11305.78,13680.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,24/07/2023,24/07/2023,0006,00000592,NZ,15042 ,2019,,120.00000,Unidad,10.00000,Cajas,12.00000,Malbec,613440.00,613440.00,2160.00,284.0000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0006,00000592,NZ,15006 ,2021,,1512.00000,Unidad,126.00000,Cajas,12.00000,Malbec,1610280.00,1610280.00,5670.00,284.0000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
